number, fading_function, sound, LEDangle, reactionTime_PT, correct, reaction_time_ST
42,-1,0,-1,0.59755,1,0
43,800,-99999,45,0.83305,1,0.62632
44,-1,-99999,-1,0.62916,0,0
45,0,-99999,-45,0.86711,1,0.62827
46,-1,-99999,-1,0.87514,0,0
47,-1,0,-1,0.67543,1,0
48,-1,0,-1,0.56177,0,0
49,-1,-99999,-1,0.6432,1,0
50,-1,-99999,-1,0.66311,1,0
51,0,-99999,0,0.80793,0,0.67322
52,0,0,45,0.88981,1,0.60321
53,0,0,0,0.68017,1,0.56948
54,-1,0,-1,0.8484,1,0
55,-1,-99999,-1,1.332,1,0
56,-1,-99999,-1,0.67404,1,0
57,0,0,45,0.53038,1,0.81132
58,-1,-99999,-1,0.7461,1,0
59,0,0,-45,0.71578,0,0.63714
60,-1,-99999,-1,0.56205,1,0
61,-1,-99999,-1,0.51003,1,0
62,800,-99999,45,0.7298,1,0.56311
63,-1,-99999,-1,0.90634,1,0
64,-1,-99999,-1,0.55197,0,0
65,0,-99999,45,0.87395,1,0.51506
66,-1,-99999,-1,0.61797,0,0
67,-1,0,-1,0.44621,1,0
68,-1,-99999,-1,0.47994,1,0
69,-1,0,-1,0.56619,1,0
70,0,0,0,0.74998,1,0.59126
71,800,-99999,-45,0.8644,1,0.60965
72,0,-99999,0,1.2788,1,1.3438
